*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  NOV 27, 2025 15:48:48

*RUN   1        : 1                         WHAPS048 TUDU1701    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1701 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                                   Nitrification (g[N]/ha) by soil depth (cm):                                     N2O flux (g[N]/ha) by soil depth (cm):                                          N2 flux (g[N]/ha) by soil depth (cm):                                           NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210     0-5    5-15   15-20   20-30   30-40   40-50   50-60   60-70   70-90  90-210
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NDN10   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   NIT10   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2O10   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   N2F10   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   NOF10
   17 025    94    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 026    95    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 027    96    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 028    97    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 029    98    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 030    99    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 031   100    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 032   101    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.0     0.1     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 033   102    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.1     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 034   103    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 035   104    0.01    0.01    0.02    0.01    11.5   0.001   0.012   0.010   0.028     0.1     0.1     0.2     0.0       1    0.00    0.00    0.00    0.00     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 036   105    0.01    0.01    0.03    0.01    14.7   0.001   0.015   0.010   0.042     0.7     0.1     2.7     0.0    3140    0.00    3.14    0.00   13.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3138.      0.      0.      0.      0.      0.      0.      0.      0.      0.     3.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    13.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 037   106    0.01    0.01    0.03    0.01    17.7   0.001   0.018   0.010   0.054     1.2     0.1     4.6     0.0    3027    0.00    3.03    0.00   12.71     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3026.      0.      0.      0.      0.      0.      0.      0.      0.      0.     3.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    12.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 038   107    0.01    0.01    0.04    0.01    20.6   0.001   0.021   0.010   0.066     1.5     0.1     6.0     0.0    2879    0.00    2.88    0.00   12.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2877.      0.      0.      0.      0.      0.      0.      0.      0.      0.     2.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    12.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 039   108    0.01    0.01    0.04    0.01    23.3   0.001   0.024   0.010   0.078     1.7     0.1     7.1     0.0    2735    0.00    2.74    0.00   11.51     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2734.      0.      0.      0.      0.      0.      0.      0.      0.      0.     2.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    11.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 040   109    0.02    0.01    0.05    0.01    25.9   0.001   0.026   0.010   0.089     1.9     0.1     7.8     0.0    2541    0.00    2.54    0.00   10.71     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2540.      0.      0.      0.      0.      0.      0.      0.      0.      0.     2.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    10.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 041   110    0.02    0.01    0.06    0.01    28.1   0.001   0.029   0.010   0.098     2.0     0.1     8.2     0.0    2270    0.00    2.27    0.00    9.58     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2268.      0.      0.      0.      0.      0.      0.      0.      0.      0.     2.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     9.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 042   111    0.02    0.01    0.07    0.01    30.1   0.001   0.031   0.010   0.107     2.0     0.1     8.2     0.0    1967    0.00    1.97    0.00    8.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1966.      0.      0.      0.      0.      0.      0.      0.      0.      0.     2.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     8.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 043   112    0.02    0.01    0.08    0.01    31.9   0.001   0.033   0.010   0.114     2.0     0.1     8.2     0.0    1798    0.00    1.80    0.00    7.69     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1797.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 044   113    0.02    0.01    0.08    0.01    33.5   0.001   0.034   0.010   0.121     1.9     0.1     8.0     0.0    1632    0.00    1.63    0.00    7.01     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1631.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 045   114    0.03    0.01    0.09    0.01    35.1   0.001   0.036   0.010   0.128     1.9     0.1     7.8     0.0    1600    0.00    1.60    0.00    6.94     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1599.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 046   115    0.03    0.01    0.10    0.01    36.7   0.001   0.037   0.010   0.135     1.9     0.0     7.8     0.0    1580    0.00    1.58    0.00    7.04     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1579.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 047   116    0.03    0.01    0.11    0.01    38.3   0.001   0.039   0.010   0.163     1.8     0.0    11.8     0.0    1599    0.00    1.60    0.00   27.63     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1598.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    27.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 048   117    0.03    0.01    0.12    0.01    40.0   0.001   0.041   0.010   0.185     1.8     0.0    13.4     0.0    1663    0.00    1.66    0.00   21.88     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1662.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    21.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 049   118    0.03    0.01    0.14    0.01    41.6   0.001   0.042   0.010   0.198     1.6     0.0    12.3     0.0    1632    0.00    1.63    0.00   13.18     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1632.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    13.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 050   119    0.04    0.01    0.15    0.01    43.2   0.001   0.044   0.010   0.211     1.7     0.0    13.3     0.0    1552    0.00    1.55    0.00   12.86     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1551.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    12.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 051   120    0.04    0.01    0.16    0.01    44.6   0.001   0.045   0.010   0.221     1.7     0.0    12.8     0.0    1454    0.00    1.45    0.00    9.96     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1453.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    10.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 052   121    0.04    0.01    0.17    0.01    46.0   0.001   0.047   0.010   0.225     1.4     0.0     9.3     0.0    1365    0.00    1.37    0.00    4.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1365.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 053   122    0.04    0.01    0.18    0.01    46.9   0.001   0.048   0.010   0.226     0.7     0.0     4.4     0.0     939    0.00    0.94    0.00    0.67     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    939.      0.      0.      0.      0.      0.      0.      0.      0.      0.     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 054   123    0.04    0.01    0.18    0.01    48.3   0.001   0.049   0.010   0.228     1.2     0.0     6.6     0.0    1347    0.00    1.35    0.00    2.06     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1346.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 055   124    0.04    0.01    0.19    0.01    49.9   0.001   0.051   0.010   0.233     1.6     0.0     8.2     0.0    1675    0.00    1.68    0.00    5.30     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1672.      0.      0.      0.      0.      0.      0.      0.      0.      0.     1.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 056   125    0.04    0.01    0.20    0.01    51.6   0.001   0.052   0.010   0.240     1.8     0.0     8.7     0.0    1645    0.00    1.65    0.00    6.89     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1637.      0.      0.      0.      0.      0.      0.      0.      0.      1.     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 057   126    0.05    0.01    0.21    0.01    53.0   0.001   0.054   0.010   0.246     1.7     0.0     8.2     0.0    1424    0.00    1.42    0.00    5.95     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1410.      0.      0.      0.      0.      0.      0.      0.      1.      1.     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 058   127    0.05    0.01    0.22    0.01    54.2   0.001   0.055   0.010   0.251     1.7     0.0     7.6     0.0    1232    0.00    1.23    0.00    5.17     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1215.      0.      0.      0.      0.      0.      0.      1.      1.      2.     1.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 059   128    0.05    0.01    0.22    0.01    55.3   0.001   0.056   0.010   0.255     1.6     0.0     7.1     0.0    1042    0.00    1.04    0.00    4.44     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1023.      0.      0.      0.      0.      0.      1.      1.      1.      2.     1.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     4.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 060   129    0.05    0.01    0.22    0.01    55.7   0.001   0.056   0.010   0.256     0.4     0.0     1.9     0.0     447    0.00    0.45    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    429.      0.      0.      0.      0.      0.      0.      1.      1.      2.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 061   130    0.05    0.01    0.23    0.01    56.2   0.001   0.057   0.010   0.256     0.5     0.0     1.9     0.0     434    0.00    0.43    0.00    0.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    417.      0.      0.      0.      0.      0.      0.      1.      1.      1.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 062   131    0.05    0.01    0.23    0.01    56.8   0.001   0.057   0.010   0.257     0.9     0.0     3.6     0.0     665    0.00    0.66    0.00    0.91     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    650.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 063   132    0.05    0.01    0.23    0.01    57.5   0.001   0.058   0.010   0.259     1.2     0.0     4.5     0.0     707    0.00    0.71    0.00    2.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    693.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 064   133    0.05    0.01    0.24    0.01    58.2   0.001   0.059   0.010   0.262     1.2     0.0     4.7     0.0     707    0.00    0.71    0.00    2.93     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    694.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 065   134    0.05    0.01    0.24    0.01    58.9   0.001   0.059   0.010   0.263     1.0     0.0     3.5     0.0     639    0.00    0.64    0.00    1.63     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    626.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 066   135    0.05    0.01    0.25    0.01    59.5   0.001   0.060   0.010   0.265     0.9     0.0     3.2     0.0     592    0.00    0.59    0.00    1.49     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    578.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 067   136    0.06    0.01    0.25    0.01    60.0   0.001   0.061   0.010   0.267     1.0     0.0     3.4     0.0     552    0.00    0.55    0.00    2.10     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    537.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 068   137    0.06    0.01    0.25    0.01    60.3   0.001   0.061   0.010   0.267     0.3     0.0     1.1     0.0     297    0.00    0.30    0.00    0.16     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    282.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 069   138    0.06    0.01    0.25    0.02    60.6   0.002   0.061   0.017   0.269     0.3     0.0     0.9     8.4     256    1.40    0.26    7.03    1.58     0.0     0.0     0.0     8.4     0.0     0.0     0.0     0.0     0.0     0.0    241.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.2     0.0     0.0     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     1.5     0.0     0.0     0.0     0.0     0.0     0.0
   17 070   139    0.06    0.01    0.25    0.02    60.9   0.002   0.062   0.017   0.269     0.6     0.0     1.7     0.0     352    0.00    0.35    0.00    0.43     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    337.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 071   140    0.06    0.01    0.26    0.02    61.3   0.002   0.062   0.017   0.270     0.8     0.0     2.3     0.0     368    0.00    0.37    0.00    1.09     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    355.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
   17 072   141    0.06    0.01    0.26    0.02    61.6   0.002   0.062   0.017   0.272     0.8     0.1     2.4     0.0     338    0.00    0.34    0.00    1.38     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    325.      0.      0.      0.      0.      0.      0.      0.      1.      1.     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
